"subj_code","condition_1","desktop_conf","attent_conf","scale_orient","DV_rating","Scenario","explanation","narrow_check","broad_check","age","gender","tech_issues","narrow_correct","broad_correct"
"2MmqjXJmc4gB",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","It would be difficult to tell whether the tribesman had a golden tooth as would be unable to see a molar at the back of the mouth unless the tribesman opened his mouth wide. He wore a colourful headdress so he could equally be of either tribe unless you could clearly see a golden molar in which case he would most likely be a spear fisherman.",4,3,53,"2: female",NA,"correct","correct"
"3eHFyqZCLyxD",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","If hes wearing a colourful head dress then he is a member of the tribe and could be either a hunter or a spear fisherman , in the absence of any other information regarding having a gold tooth or the relative populations of the hunters or fishermen the safest guess would be 50% either way in my opinion.",4,3,55,"1: male","no errors","correct","correct"
"3ifF4baNyDne",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Without the further information it is impossible to tell which way they could go.",4,3,31,"1: male",NA,"correct","correct"
"4MbNWJiYpyMu",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","because there was not enough info to discriminate",4,3,54,"1: male",NA,"correct","correct"
"55BoA8mBujDh",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Half the individuals belong to each population, and there was no information on whether the one identified had the feature of the fisherman or hunter grouping so therefore there was a 50% chance they belonged to each.",4,3,38,"2: female","There's a spelling error in the multiple choice questions, ""feathered"" is incorrect in one of the choices in the first question.","correct","correct"
"7Z7mpIa4xykE",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Unless we can confirm they have a golden tooth or confirm the tool they use it is impossible to know for certain.",4,3,33,"1: male",NA,"correct","correct"
"abDfePFk5ZrY",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","You haven't seen the distinguising feature (the tooth) so you cannot judge. The description could be either kind of tribesmember",4,3,34,"2: female",NA,"correct","correct"
"aEl6tIHk0YdO",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Both hunters and fishermen have headdresses, but only the fishermen have the golden molar tooth. For that reason, it could be either of the two. Just because we haven't seen or know if they have the tooth, it doesn't mean they don't or do have one",4,3,22,"1: male","None to my knowledge","correct","correct"
"aSMUaOVYKVLz",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Why I made that decision is because they didn't state clearly that he has a golden tooth. there is a probability that he has a golden tooth or not so he can come from any of the 2 tribe.",4,3,30,"1: male",NA,"correct","correct"
"egnJR1Wlx1ky",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Both groups wear colourful headwear but as I was not certain if he had the golden tooth I could not be sure which group he belonged to",4,3,59,"2: female",NA,"correct","correct"
"fe6suAnUQbhk",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","It's a 50-50 probability because we can't see his molar but we can see his attire and we have already been given that the tribes are divided into 2 halves. ",4,3,37,"1: male","None","correct","correct"
"gyVZXXknzJSo",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Without knowing if the tribesman has a golden molar tooth the person could either be a hunter or a spearsman so therefore my answer was 50-50",4,3,40,"1: male","None","correct","correct"
"hooJ4kQ1pUp1",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","With no other information it feels he is equally likely to have a gold tooth as not so could be either...",4,3,35,"1: male",NA,"correct","correct"
"j89VQvetaqYM",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","100% of the tribe wear colourfull head-dresses, but the 50% who are fishers can be identified by a gold molar tooth. As we only know that this individual has a colourfull head-dress it is 50-50 whether they are a hunter or fisher.",4,3,54,"1: male",NA,"correct","correct"
"JyV9QLm0Kyi5",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","The spear fishermen have colourful headdresses - so have the hunters.  But, half of the fishermen also have a golden molar tooth.  Therefore there is a 50-50 chance that a fisherman will also have a golden molar tooth.",4,3,62,"2: female",NA,"correct","correct"
"L7ao3sNDDhSs",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","because you cannot visably notice a back tooth on someone straight away. where as a head rest is more noticable",4,3,32,"2: female","no","correct","correct"
"nftNVk1styCN",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Unless I see the golden molar I have no idea which tribe they belong to",4,3,48,"1: male",NA,"correct","correct"
"pCyyx5a0bkFB",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","All of the Tokolo tribesmen wear the head dress and half of those are hunters and half spear fishermen who have the golden tooth. With a tooth not visible there is a clear 50 / 50 possibility ",4,3,50,"1: male","No issues","correct","correct"
"Q9eJpdxfH4Hn",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","I would not be able to tell unless I seen the person's teeth, so it's 50/50 until I see them",4,3,39,"1: male",NA,"correct","correct"
"sU9IFq0F5VWM",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","The tribesman are differentiated by the gold tooth, which I cannot see to make an accurate assumption about if they are a hunter or spear fisherman.",4,3,22,"3: non-binary","none thanks","correct","correct"
"UnuEWIft6cIv",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Given the split between hunters to fishermen is 50:50 there is an equal chance for it to be one or the other.",4,3,41,"1: male",NA,"correct","correct"
"V76wWq6K55OI",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Everyone in the village wears the same colourful headress so without any other indicators (a golden molar) you can not differentiate between hunters and fishermen.",4,3,37,"1: male","no errors at all.","correct","correct"
"wd3pjLg0a6cA",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","The categories are split into 50/50 so without any differentiating features, the probability that the person I met belongs to one or the other category is the same.",4,3,23,"1: male",NA,"correct","correct"
"yb9AWIex1cyV",5,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_notKnow","Well both hunters and fishermen of the tribe wear a colourful headdress. I cannot identify if they have a golden tooth to lean towards them being a fisherman. So i would believe it is equally likely they could have no golden tooth and be a hunter from the tribe.",4,3,35,"2: female","No errors or problems. The study was enjoyabe to complete with clear instructions. Thank you.","correct","correct"
"0LkuPtiCPPIt",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","We can't see his tooth so we can't say for definite whether he is a fisherman too. ",4,3,23,"1: male",NA,"correct","correct"
"0SiuxWROW0Yk",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Well, I chose 50/50 because they only have 1 thing visible that we can identify them with.",4,3,27,"2: female","None.","correct","correct"
"0WSvjxEarrz8",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Don't have any information about the golden tooth from what I have read about the tribesman. Therefore all the information we have is that they wear a colorful headdress, which is done by both types of tribe members, so there is an equal chance it could be either of them.",4,3,21,"3: non-binary",NA,"correct","correct"
"10oD1TTI3qby",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","If they all wear headdresses, and half of them have a gold tooth. Then it's 50%, I think.",4,3,31,"1: male",NA,"correct","correct"
"1gHmtlUHIgjT",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","As both the tribesmen and fisherman have colourful headdresses and I am unable to see whether the individual has a gold tooth I cannot be sure what group they are from.",4,3,23,"1: male",NA,"correct","correct"
"5z2osUwC36g6",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Half are hunters and half are fishermen.  They all wear headdresses so that information is irrelevant.  Half have a golden molar tooth that can't be seen so it is 50:50 probability.",4,3,48,"2: female",NA,"correct","correct"
"8pwBlcUcMR5z",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","There would be no way in knowing this without looking at their teeth - from their headdress alone you can 't assume either way.",4,3,22,"2: female",NA,"correct","correct"
"A0nU15vGemlH",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Cant see if he has the tooth, so could be either",4,3,51,"1: male",NA,"correct","correct"
"AjocfVSHOZbB",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","as they both wear coloured headdress then its a 50/50chance that they are either a hunter or a spearfisherman, as the only way to know for sure is to see if they have a golden molar.",4,3,52,"2: female","none","correct","correct"
"ccyEbGl4o7nH",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","it doesn't seem there is much more ways to figure out what tribe they belong to ",4,3,37,"1: male",NA,"correct","correct"
"ClNdyYbxe74X",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","It could go either way because there's no majority, it's a 50/50 chance..",4,3,40,"2: female","none","correct","correct"
"fTWbDWzDdlnT",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","it was 50/50",4,3,53,"1: male",NA,"correct","correct"
"GlNKkpKuq6ul",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","There is not way to know until you see their teeth, both groups have headdresses so you can't rule anyone out",4,3,39,"1: male",NA,"correct","correct"
"Ht9XhUFriJY5",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","He could be either as you don't know if he has the differentiator",4,3,55,"1: male","None","correct","correct"
"HzG4k7huELZJ",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","They both wear colorful feathered headdresses but not sure if they have a golden molar tooth, hence the reason why I went with the 50/50 choice.",4,3,33,"1: male","No issues.","correct","correct"
"JDq8q7sBEdb3",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","it is a fifty fifty chance",4,3,27,"2: female",NA,"correct","correct"
"Kcf3jj5m1z4i",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","If half have a golden tooth then there's a 50:50 chance that he has one",4,3,35,"2: female","There's a spelling error: feathered is missing an e in one of the multiple choice questions.","correct","correct"
"kZDeqrwS9z9O",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","If I don't know if the person has a gold tooth or not, then there is a 50 50 chance that he does (or doesn't)",4,3,59,"1: male","none","correct","correct"
"n0DTk3Arszu2",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Because the amazon has exactly 50:50 distribution of hunters and spear fishermen, and both wear colorful feathered headdresses, the chances are 50:50 when you come across a tribesman with colorful feathered headdress.",4,3,28,"1: male",NA,"correct","correct"
"NJJhbNuYlNxl",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Given the fact that it wasn't mentioned whether the tribesman had a golden molar tooth or not I believe that there is an equal chance that they could be either fishermen or hunter.",4,3,26,"1: male","I didn't encounter any errors.","correct","correct"
"OYvofkIxy56x",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","I didn't have enough information to decide between the two categories so went for the 50/50 option.",4,3,44,"2: female",NA,"correct","correct"
"PS0tFjaBl3n4",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","As they both wear headdresses, it was a 50% chance they would be either fisherman or hunter without seeing their teeth",4,3,38,"1: male","n/a","correct","correct"
"pX5NGBqLkIUj",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","Since I don't know if he has a gold tooth, I assume there's a 50/50 chance.",4,3,25,"2: female","None","correct","correct"
"QhhUJAN7DPHO",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","They both wear the same headdresses so its impossible to say ",4,3,35,"1: male",NA,"correct","correct"
"RYOj2GQ47DFw",6,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_notKnow","It was 50/50 since the gold tooth was the only factor mentioned that separated the two.",4,3,42,"1: male","
None at all! Thank you so much for your surveys.","correct","correct"
"0HRR8HlfaNpE",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","While the hunter has a coloured headress it doesn't describe whether he has a golden tooth or if that is absent. So the chances are 50/50 without that information.",4,3,43,"1: male",NA,"correct","correct"
"2bammSs4UfNo",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both hunters and spear fishermen wear feathered head dress. So could be either.",4,3,60,"1: male","No errors","correct","correct"
"2bHpxVeBGS7w",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","As there is no mention of their teeth i cannot lean towards either answer. ",4,3,34,"1: male",NA,"correct","correct"
"2eCCbFABd3KC",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","The person could be either because both fishermen and hunters wear colourful feather headdresses",4,3,71,"2: female",NA,"correct","correct"
"2FAaiMgzUSSJ",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","All it says it that they have a colorful headress, there is nothing about a tooth mentioned, so they could equally be either one.",4,3,38,"2: female","None, I don't know why all the hunters had to be male though.","correct","correct"
"5OrTmugbD3o5",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both hunters and fisherman have the headdresses and they both form an equal split of half the tribe so it is equally likely that this tribesman is either of these groups.",4,3,24,"1: male",NA,"correct","correct"
"9U0BSlFP7oe4",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","it said both of them wore the feathers that implies that everyone wore them.",4,3,33,"2: female","na","correct","correct"
"AKwRwyEF2cpa",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","In the scenario we are not told anything about the subjects teeth, which is the main factor used in differentiating the two ",4,3,26,"1: male","Nothing, thanks!","correct","correct"
"aT8JnIm0LhY9",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","As the only description I was given was that the tribe person was wearing a colourful headdress it could easily be either a huntsman or spear fisherman as no mention of a gold tooth was made.",4,3,38,"1: male",NA,"correct","correct"
"Bo3f6Vxp0L2U",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Because I haven't been told if there is a gold molar or not, so they would appear the same at first glance. ",4,3,39,"2: female","none","correct","correct"
"Es7toau07XSW",7,"1: I confirm","1: I will take it seriously","narrow_left",4,"featherTooth_noInfo","It was 50/50 because they both wear the colourful headwear but I knocked it down a bit towards hunter because I thought maybe the golden molar would have been mentioned if it was a fisherman.",4,3,32,"1: male",NA,"correct","correct"
"ft2l0MEWz2va",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both hunters and spear fisherman wear colourful feathered headdresses.",4,3,56,"1: male","No problems whatsoever.","correct","correct"
"Ip6q4F3yuxrQ",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","All member of the tribe wear a colourful headdress. Half of them are hunters. Thus, the probability required is 50%",4,3,62,"1: male","None","correct","correct"
"jssVCO4gHsN7",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both hunters and spear headman wear the same headband. ",4,3,30,"2: female","None","correct","correct"
"qWl0vHOP3DV5",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","As both categories wear colourful feathers, the person is equally likely to be a hunter or a fisherman.",4,3,49,"2: female",NA,"correct","correct"
"sfSAj7WrV2Kc",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both wear those headdresses. We cannot assume one has a golden molar tooth or not based on first seconds of interaction.",4,3,24,"1: male","N/A","correct","correct"
"sHe16naBZEuU",7,"1: I confirm","1: I will take it seriously","narrow_left",3,"featherTooth_noInfo","i cant be absolutely sure that he has the golden tooth only that he has a headdress - hence i think slightly more likely to be a hunter",4,3,63,"1: male",NA,"correct","correct"
"tprEFHthQpv6",7,"1: I confirm","1: I will take it seriously","narrow_left",3,"featherTooth_noInfo","Did not say whether or not they had a gold tooth. ",4,3,26,"1: male","No issues - ran smoothly.","correct","correct"
"UDnGJLZ8j8XX",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","both wear headdresses so it could be either groups. i will need to know more information ie whether there is a golden molar tooth or not, to categorise the grouping further.",4,3,48,"2: female",NA,"correct","correct"
"Ukq8MAqoKP2G",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Both categories of tribesmen wear colourful feathered headresses so there is a 50/50 chance it could be either a hunter or fisherman.",4,3,52,"2: female",NA,"correct","correct"
"vBNNnslVlWtj",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","The description simply states we come across a tribe member with a headdress. I have not peered into his mouth to his tooth colour, so he could be either a fisherman or a hunter",4,3,23,"2: female",NA,"correct","correct"
"VIqdhQU4a0yN",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","They both wear this item so there is no way to tell.",4,3,26,"1: male",NA,"correct","correct"
"YjbXufZIbzdN",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","going by the information provided we cannot tell which group they belong to because both groups wear headresses. we can only tell the difference by the one gold tooth.",4,3,30,"1: male",NA,"correct","correct"
"Z95vXzVwsXEm",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","Based on the information provided there was an equal chance of it being the either group",4,3,42,"1: male",NA,"correct","correct"
"ZJrkEINuLAtu",7,"1: I confirm","1: I will take it seriously","narrow_left",5,"featherTooth_noInfo","The hunters and fishermen are both Tokolo tribesmen and both wear colorful feathered headdresses. The additional identifying detail for the fishermen, the golden molar tooth, is not mentioned, but cannot be ruled out either.",4,3,31,"1: male",NA,"correct","correct"
"0QCEuSMZsmMS",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","AS EVERYONE WEARS THE HEADDRESS UNLESS THEY OPEN THIER MOUTH YOU WOULD NOT BE 100% SURE THAT THEY WERE A SPEAR FISHERMAN ",4,3,51,"2: female",NA,"correct","correct"
"1fKpf7RQyVA6",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo"," 
 it wasnt clear wether he had a gold tooth or not so he could be either.",4,3,50,"2: female",NA,"correct","correct"
"3rVDIi20dxJv",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Given that we know the tribe ALL wear headdresses, it can only be a 50/50 guess at whether the person is a hunter or spear fisherman, given the known information. However, a change in info (we now learn the person has a golden molar) would then change that probability.",4,3,41,"1: male",NA,"correct","correct"
"72owZ2W91g8u",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Because both tribal members wear more or less the same headwear they are indistinguishable unless one of them showed their teeth.",4,3,22,"1: male",NA,"correct","correct"
"bX4nZXg8L0ea",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Because both sides of the tribe wear the headdress, so there is equal chance he could be in either side of the tribe",4,3,24,"2: female",NA,"correct","correct"
"cWjEKI8pnIBG",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Both Hunters and spearmen wear the colorful headdress therefore unless you can see if they have a golden tooth there would be as much chance they are one of either so there is a 50/50 chance",4,3,44,"2: female","I did not notice any errors. ","correct","correct"
"dsPZnwCEfDdf",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","The sentence gave no indication if he had a golden molar, so the only evidence could apply to either group. ",4,3,21,"1: male",NA,"correct","correct"
"E1gLtDKI0ARZ",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Since the information said that the tribe was half hunters and half fisherman and that both wore head dresses with the only difference being a golden tooth for the fishermen, it is equally likely that the person we ran into could be either. We don't know if we can't see their teeth.",4,3,36,"2: female",NA,"correct","correct"
"elxGFeSVJaLr",8,"1: I confirm","1: I will take it seriously","narrow_right",10,"featherTooth_noInfo","No addition was added to the head dress so I assumed that the person didn't belong to the spear fisherman",4,3,58,"1: male","No errors","correct","correct"
"goBOGJEHgJZU",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","The text detailed that either tribe wear feathered headdresses so it could have equally been a member of either without further information on the molar of the person ",4,3,30,"2: female",NA,"correct","correct"
"GTTsVF5QrYTZ",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","They both have head dresses but I wasn't told about their gold tooth so I couldn't be sure.",4,3,39,"1: male","None whatsoever. Very enjoyable. I hope the data is useful.","correct","correct"
"i1dG3g8kZqbr",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","both fisherman and hunter wore colorful headdress that why the person could belong to either tribe",4,3,33,"1: male",NA,"correct","correct"
"ltMwHUSjaSP9",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Both hunters and fishermen wear feathered headdresses so it 50-50% chance ",4,3,61,"2: female",NA,"correct","correct"
"mp9x3AZM1Kld",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Both are equalyy likely to be the other because they both wear the same colour of headdresses and you cant see the gold tooth on the spear fisher man.",4,3,24,"2: female","I did not experience any errors.","correct","correct"
"otbG3h1Vb6gi",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Since both the hunters and the spear fishermen wear color feathered headdresses, he/she could be from one of the 2 categories, so it's a 50-50 chance. If i see a golden molar tooth as well than I would know that he's a spear fishermen but without knowing if he/she has a golden molar tooth or not, it's a 50-50 bet.",4,3,23,"1: male",NA,"correct","correct"
"PZLDpkmDX2GZ",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","both categories wear colourfu headresses, therefore they could belong to either",4,3,62,"1: male",NA,"correct","correct"
"s2RI1yzWN7rD",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Since I only have one piece of information, the coloured headdress, which is shared between both parties, I do not have enough information to assume either way.",4,3,25,"1: male",NA,"correct","correct"
"TGFLqTzg09iO",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","As both hunters and spear fishermen wear feathered headdress, there is no way which one is which without supplementary information therefore is equally likely to be either",4,3,42,"1: male","The spelling of ""fishermen"" is wrong on two occasions in the second sentence where should say ""fishermen"" instead of ""fisherman""","correct","correct"
"uEufcniWx87X",8,"1: I confirm","1: I will take it seriously","narrow_right",8,"featherTooth_noInfo","Based on the information provided, it is stated that the members of the Tokolo tribe are divided into two groups: hunters and spear fishermen. Both groups wear colorful feathered headdresses, but only the spear fishermen have a distinguishing feature of a golden molar tooth. Given this context, if I come across a tribesman wearing a colorful feathered headdress, it is reasonable to assume that they may belong to the group of hunters since this is the default category without the additional characteristic of the golden molar tooth. ",4,3,35,"1: male",NA,"correct","correct"
"ujm5KlXsDmgn",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","There wasn't enough information for any better odds. I could interpret the fact that the text didn't mention his teeth and therefore assume that it's almost certainly a hunter but again, without other context or info assumption the other way could also be made. Given that it's a survey I guessed that this was exactly the premise that was going to be tested for and so stuck with the rational answer of 50/50",4,3,38,"1: male",NA,"correct","correct"
"uZQ2NzAHU6Yw",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Because both members of the tribe wear headdresses you don't know if they are specifically fisherman until you see if they have a gold tooth. So you need to see them smile first before you make an assumption. ",4,3,28,"1: male","None","correct","correct"
"wCgbd9e4ISdh",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","We are told that both wear colourful headwear and without further information we can not distinguish which group they belong to.",4,3,29,"2: female",NA,"correct","correct"
"YJnTsWnLTtQb",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","Wearing of the headdress does not distinguish betwene the 2 because the distinguishing feature is not to be found in the headdress",4,3,54,"1: male","I didn't notice any... 

except the first sentence, in the Amazon hunters... I had to read this twice and I think a comma is needed after Amazon","correct","correct"
"ziMc0eZQUOnB",8,"1: I confirm","1: I will take it seriously","narrow_right",5,"featherTooth_noInfo","You said both group wore a headdress and there was no mention of a golden molar tooth.",4,3,30,"2: female","none","correct","correct"
"ZQIjz2dywC2v",8,"1: I confirm","1: I will take it seriously","narrow_right",0,"featherTooth_noInfo","If its just one of them that have it then its definitely a fisherman ",4,3,22,"1: male",NA,"correct","correct"
