"subj_code","condition","desktop_conf","attent_conf","scale_orient","dv_query","outcome_valence","instr_tests","DV_rating","explanation","age","gender","tech_issues","rating_rec"
"Xj4EqRrhZYdK",5,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","negative",1,4,"As one abnormality has been found it lends itself one way but not so much that I would make it a much higher likleyhood.",52,"1: male","If you want to know sex based differences than why make it more difficult by introducing gender. At leaset ask for both sex and gender.",-1
"0STeCk4EXfiQ",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"I chose that both are equal as they have an equal chance of occuring naturally in the population. As there is only detail of the one mutation it is hard to say which. ",25,"2: female","na",0
"0UaPxMPT02vO",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"Based on the infromatio provided if both levels are high this increases life expectancy",34,"1: male",NA,2
"0WzmEtZdWaxn",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Theres a number of things I dont know. I dont know which of the blood level improvements have the greatest impact on life expectancy. I dont know if both combined has a greater effect, therefore any discovery I would find satisfying.",43,"1: male","No errors found.",0
"28xYY83tVq7Q",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Both mutations are likely to occur together",64,"1: male","None",0
"75xBXunuzAAG",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,3,"I chose this option as the patient has been proven to have Mut-Bic2 so I felt it was the most likely. ",30,"2: female","None",-2
"7ts1fe9GRI3i",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,0,"Earlier it was stated that bic3 caused health Gludon levels, without further testing, we don't know if taw4 is present.",68,"2: female",NA,-5
"a9a6y0NzuDAf",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"mut taw would be more satisfying because it would be better for the patient to have this mutation rather than the other one",47,"2: female","none",2
"ajg4wRcvlmuR",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"I felt that was the best option out of the options available for choice ",31,"1: male","none to note!",2
"Au3hPcJq3jUm",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"I think that lian is also good",21,"1: male",NA,2
"b0rKXlK7wauX",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"Without knowing the levels of healthy Lian we can't know which of the mutations the person has for sure",24,"1: male",NA,0
"CcOBkjLo7OuM",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,0,"so, they have healthy gludon but levels but Lian is unknown, so we suspect they have bic2 but may have twa4. At this point i'm thinking i should have left the slider in the middle :/ as we dont yet know which one it could have been.",31,"1: male",NA,-5
"D1iEQ7Gxh04i",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"The mutation I picked can give the patient healthy levels in the area they need it, the other one can't.",33,"1: male",NA,5
"D8FYox0btMMt",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Without knowing the Lian levels it could be either Bic2 or Taw4, we can't conclude its definatly one yet.",30,"1: male",NA,0
"Da2unz1dulHi",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,2,"Well since we know the patient had healthy Gloudon levels but we don't know if he has healthy Lian levels then its most probable that he has mpic2 and we are not certain if he has tudon. So hence my choice of the first option more closely but not entirely sure since we don't have enough proof yet of his healthy Lian levels",32,"1: male","No issues",-3
"DE5LjWPSCbCm",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Because the chances of the rest of the population having both is the same.",41,"1: male","No technical issue.",0
"DQyGpdN3a9zQ",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"Either would be satisfying for this patient as we are yet to find out about the other levels so don't know if it is needed. But I guess 4 would be better to guarentee those levels too.",31,"2: female","None, easy to understand.",0
"eHu3apmwAWxZ",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"both mutations are beneficial to a persons life expectancy so as long as he has the mutation it doesn't matter which he has",56,"2: female","none",0
"eLQgybvITEPx",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"The probability of someone having mut-bic2 is equal to someone having mut-taw4 ",31,"2: female",NA,0
"eMZqDb3xJYi7",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"both mutations are equally likeley to occur in a general population. a both mutations afffect gideon, it is equally likely that he can have either 2 of the mutations, bic2 or taw4",22,"1: male",NA,0
"eV4doDffqhc4",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"because mut-taw4 always causes both healthy gludon blood levels and healthy lion blood levels so that is the best to have the mut-taw4 in your blood. But there is only a 50-50 chance that  any person could have both healthy blood levels.",68,"2: female","none",5
"fdlqtSQqRkSl",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"Unable to rule out either one without knowing lian levels.",28,"1: male",NA,0
"fIyKYEKsenwg",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Since the only difference between the two is the increase in Lian blood levels in Mut-Taw4, we don't have enough information to tell if the patient has one or the other mutation. So since we don't have confirmation of one of the other we have to assume an equal chance of the patient having either mutation.",50,"1: male","There were no errors or issues and everything ran properly",0
"foSGxzLCECs8",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"I don't know if that's the correct logic, but it sounds to me like Taw4 is generally more effective because of more beneficial elements.",23,"1: male",NA,5
"fzeEDmIxB7jz",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"Both give healthy blood levels of Gludon and Mut-Taw4 give healthly levels of Lian too so with the higher rating of Mut-Taw4 it should be beneficial to the person.",66,"2: female",NA,2
"GbHn0nQ1P5zz",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,10,"Because MutTaw4 causes healthy blood levels for Gludon and Lian where as MutBic causes healthy blood cells only for Gludon. It makes logical sense.",28,"1: male","No errors, thanks for letting me take part.",5
"GMkwDwbtxOJn",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,8,"I'd hope they have both health levels!",33,"1: male","None
",3
"H7yLOlhhmPrU",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,0,"Because it has already been found out that the person has Heatley gludon levels",31,"2: female","Non",-5
"heZuM5cSJX1j",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",3,5,"Unsure so I went for the middle of both",37,"1: male",NA,0
"HhuAqBwykRZG",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Both mutations would cause the observed Gludon levels, so we know they have at least 1 of the two mutations, but not which.  All we can rely on is the relative probability of each mutation.  Since they are equally likely, our best guess has to be equal chances that they have each mutation.",67,"1: male",NA,0
"i2yM1N1LkiRT",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,0,"The patient had healthy Gludon levels so it would be most satisfying if it was due to the first mutation",31,"2: female",NA,-5
"janPdnIVALzm",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"The reason why I rated it in the middle it's because the patient is morelikely to get any of them.",49,"2: female",NA,0
"Jx69YejMOk38",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Since both gene mutations are equally as likely, if the patient has higher gludon levels, the patient could have either gene.",21,"1: male",NA,0
"kxRxNvsric9I",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"Its down to the fact that for the same person having the additional Taw4 benefits ",62,"1: male","no issues :)",5
"lHGJ1ZVVHj3r",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"if they both cause increased gludon in the blood, and are both equally likely to occur in the population, and nothing is known about ludon levels, then they are equally likely to be the mutation causing the increase in gludon",31,"2: female","no issues",0
"lob3BZUXyWsU",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,0,"I said I'm fully satisfied with MutBic instead of MicTaw because their Gludon levels are good and we don't know about the Lian levels.",36,"2: female",NA,-5
"M9t1QO29hCWi",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"Both types are very similar so would have similar effects on the blood.",29,"2: female","Nothing to report",0
"ntL1OreJgDpc",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Because mutbic2 and muttaw levels are equally likely to occur in a person, and we don't know the lian levels of the subject it is equally likely that healthy gludon levels are present from either mutation.",35,"1: male",NA,0
"OlGBJxMZMEgx",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"Just having healthy gludon levels makes the patient eligible for further study - even if the participant only has Mut-bic2 mutation, they are relevant.",32,"1: male","N/a",0
"OqvDfeybZcj8",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,3,"Perhaps testing for that marker takes longer, or there was an error in the test. Once it is known that the test was administered correctly you can presume the test is only showing one marker, perhaps the overall idea that it is both is flawed.  ",47,"1: male",NA,-2
"OsyQFT1vkDJ1",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",3,5,"I figure that either mutation is likely to occur, so I did not think I had enough information to make a prediction of which mutation the person had.",39,"2: female","N/A",0
"PllS5xEldu3f",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,7,"It seems like having Mut-Taw4 would be a bit more favorable considering it has both healthy Gludon and Lian blood levels. However, the doesn't seem to be anything negative about having Mut-Bic2.",33,"1: male",NA,2
"QDMnLH2WloAp",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"because the lian blood levels haven't been tested and everyone is equally likely to have either mutation there is no way to say one is more likely than the other",46,"2: female","none",0
"udLhIVzlnsZT",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"both mutations have same resulting life rxpectancy",49,"2: female",NA,0
"uPML4OZeHurW",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"You cannot tell which if the genetic variants this test subject has without testing lian levels. both mutations are equally as likely as each other.",52,"2: female","none noted",0
"vJ5NGF9fK6Q8",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Although Mut-Taw4 causes healthy Gludon and Lian levels, we don’t yet know if the patient has high Lian. As both mutations occur equally in people, it can only be assumed currently that there’s a 50/50 chance it could be either mutation. ",27,"2: female","None",0
"wOkdo5Fu28wU",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"MutBic 2 only can cause healthy Gludon but Bic-taw4 will cause both healthy gludon and Lian.",69,"2: female","none",5
"X1YgJinWLTlz",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"both mutaions show the healthy levels of gludon so the only assumption that can be made is that the patient has one or the other mutation and both occur equally",62,"2: female",NA,0
"xUgsfOSKbNvO",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"as the mutation happens equally if an individual has one i chose equal",21,"2: female",NA,0
"yEtrVLNG8qxU",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",2,5,"impossible to tell if its bic or taw just off the gludon levels",20,"1: male",NA,0
"zAnxptwPF50t",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,10,"It's simple in that the highest benefit to the patient would be to have both blood levels be healthy. It is not a huge deal, but it is sort of like winning the lotto, yes you'd be happy winning no matter what, but you'd rather win it when the jackpot was high.
",59,"1: male",NA,5
"zytqD9gpTsux",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,8,"They are likely to have an equal chances of having both blood levels in their system.",37,"2: female","All worked well.Thank you.",3
"Zz0uO8Ez62mE",7,"1: I confirm","1: I will take it seriously","narrow_left","satisfaction","positive",1,5,"Both Mut-Bic 2 and Mut-Taw4 causes healthy Gludon and since we dont have any data on the Lian levels, we cannot predict which treatment they have had. Therefore I choose equal.",33,"1: male",NA,0
"4h0bmYtf72b9",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"It was stated earlier that the likelihood for either of these was the same",46,"1: male","none",0
"4mCfR6eu4T9l",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Both are equally likely in the general population",26,"2: female","n/a",0
"5BnUyxQAQJWd",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",2,8,"I thought it was most likely aa an abnormal level was already found in the patients system.",26,"1: male",NA,-3
"8mqZHLWEwbMp",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"mut taw4 would mean he has both gludon and lian blood levels, until tested for both he most likely has a 50% chance of having both",21,"1: male",NA,0
"9ViJSAw7mZUY",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",2,5,"Id say its an equal chance as the patient has been known to have it before.So when they test for the other its 50/50",46,"1: male",NA,0
"BeuMzCN6XJ77",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,8,"The disease is only focused on the specific gene that was mentioned.",41,"1: male","None.",-3
"DtilU5coEb6x",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Because they are both likely.",47,"2: female",NA,0
"Eaud4ikK3npN",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Those who have the gludon  mutation may also have lain but as they are both equally prevalent, we know for sure they have the one but may just as easily have the both",57,"2: female","none",0
"hNx1IGZ6BAMe",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",2,5,"Well if the Lian levels haven't been measured, then a determination can't be made between the 2 mutations
",34,"1: male","None",0
"ieScJ0UyQIFo",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,3,"It seems like the most probable out of them",26,"1: male",NA,2
"IWqcw6vSkUuR",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",2,5,"we dont have enough information on hand to decide either way.",50,"1: male",NA,0
"MDvxuzhL0u77",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Both mutations are equally likely to occur and the only positive test was for the shared effect of the mutations.  Until the Lian mutation test results come back nothing conclusive can be drawn.  Should it come back negative then determining would fall to guess based on math and how many in the general are currently effected with each mutation.  The mutation with the less infections would mathematically be the one most likely at play here.",47,"1: male",NA,0
"Q9vL1LihT4CW",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Both conditions have the same prevalence, so it's equally likely that the person has one or the other. If there was more information on Lian levels it could swing to being more one than the other but not knowing them, it's somewhere in the middle",59,"2: female",NA,0
"qILPDmWEl9wl",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Both mutations can give abnormal levels, can't decipher which without lian levels",25,"2: female","n/a",0
"r0ojZILXZ65O",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"since both genes occur at the same rate then both are equally likely.",73,"1: male",NA,0
"rJyjyWxiGJII",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",3,5,"As both variants are equally likely then having the common indicator does not confirm which variant they have ",56,"1: male","none",0
"sjwuZtT2Mzch",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",2,5,"Because the patient has abnormal gludan levels but might not have any abnormal Lian levels so its best top say its both.",29,"1: male","I did find any.",0
"TkbC0vvvNeZt",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,8,"He still might have abnormal lian blood levels that werent found out",20,"1: male",NA,-3
"uWX5NGvRRwQV",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Both mutations cause abnormal Gludon levels and we know nothing else about the patient, so there is an equal chance of the patient having either of the mutations.",20,"2: female","None",0
"uy7OxPcUk1C9",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"As i understand it, the prevalence of both conditions is equally likely. Both case Gludon and therefore their condition could come from Taw4 or Bic2.",58,"2: female","No errors.",0
"V0t7ucTxYkfQ",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Since the two mutations occur equally as often, there is no way of knowing which it is unless we know the patient's lian levels as well, so it is a 50/50 chance to be either.",39,"1: male",NA,0
"WC5gU9QngSKi",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"Ive made my assumption based on the earlier study of 200 people that found it was equally likley to occur in a person",41,"1: male","None I was aware of.",0
"XDpOIl1rBxIk",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"They potential for the alterations happen equally. ",37,"1: male","none",0
"XQUUCOtJJQOh",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"I think they were both equally likely and the missing information doesnt change that.",37,"2: female",NA,0
"yUIbr5gkihz4",2,"1: I confirm","1: I will take it seriously","narrow_right","probability","negative",1,5,"since both have the same probability of occurring it stands to reason if they have one the could have the other as well.",55,"1: male",NA,0
"39FL6niQTHp2",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"both mutations cause heathy gluon blood levels and both mutations are equally likely so when you test for the other one it wil be 50/50",21,"1: male",NA,0
"8geleC86x8LT",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",2,5,"Theres simply a chance at it being 50 % likely because both Mut-Bic2 and Mut-Taw4 cab both cause healthy Gludon blood levels both are equally likelyto occurr in a person.",32,"2: female","none",0
"8WrdKKAZ3I6f",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Since both mutations can equally have a chance to be found in a person, I chose that answer. ",34,"1: male","N/A",0
"9hMVwwXQQSvr",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Since both the Mut-Taw4 AND Mut-Bic2 gene mutation both causes Healthy Gludon blood levels, automation the presence Gludon blood level in the patience is cause equally by both gene mutations.",31,"1: male",NA,0
"auBp7U00rMsK",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Both mutations are equally likely and both affect Gludon levels so there is not enough info to decern which mutation is causing the results.",25,"2: female",NA,0
"b9cYt7dTBHr1",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,0,"Mut-taw causes healthy leves to lian and gludon, and the other mutation does not. As patient has 1 of those that cannot be caused by the other mutation then the mutation must be mut-taw. ",20,"2: female","no errors",5
"cRpmuwKF5NBh",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,8,"Patient likely has Mut-Bic2 gene mutation due to healthy Gludon blood levels. Mut-Bic2 always causes healthy Gludon levels. However, Mut-Taw4 cannot be ruled out, as healthy Gludon and Lian blood levels are characteristic of Mut-Taw4. ",41,"1: male",NA,-3
"Em4Pu9zOv7l9",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"They may have natural Lian blood levels",53,"2: female",NA,0
"f3QXREtXc3Hb",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",2,4,"I believe the occurence of M4 is slightly more likely.",45,"1: male",NA,1
"GwshNmwVEV89",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Without knowing what the lian blood levels are there is no way of knowing which of the mutations is the cause",40,"1: male","None",0
"HBwELXUQD2U8",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"We have not yet tested the Lian levels in the blood so cannot indicate if they have the mutation with Lian levels (Mut-Taw4) or without Lian levels (Mut-Bic2). Once this is tested we can tell which mutation it is so at this point it is equally likely to be either of them.",28,"2: female","No issues",0
"ICyAs5WnGVEV",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,8,"The one that is still unknown can be the more problematic",28,"2: female","none",-3
"j2He7GYpZWqq",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,6,"As Mut-Bic2 causes only healthy Gludon blood levels. I surmised that since Mut-Taw4 which contained the addition of Lian blood levels was missing hence my decision.",55,"1: male","none",-1
"j2NEHWRiN1F8",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Since both increase the Gludon levels in the blood, and they are equally likely, there is no way of knowing which they have without seeing the Lian levels ",21,"1: male",NA,0
"jnlvc8VluA03",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"its equally likely that either gene is selected",40,"1: male",NA,0
"jUOKa5zLHp2X",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"THERE IS A 50/50 CHANCE IN THE POPULATION.",34,"2: female","NONE",0
"L2GN3CaBsJXt",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,1,"Because both the gene mutations have gludon in them, I think it was better to have the chance of Lian it, to give the patient a better chance.",58,"2: female","none",4
"mspK2es0pIRt",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,4,"As there is equal chance of number of people in the general population who have Mut-Taw4 and Mut-Bic2 it was hard to say it was 100% more likely to be just one of them. However, as there was already healthy Gludon Levels I felt there was also a good equal chance it would have healthy Lian levels, so I put it a tad more towards Mut-Taw4 which can include both healthy Gludon AND Lian cells.",26,"2: female","no issues :) everything was fine, thank you.",1
"NWziO4MS0s24",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"There is an equal chance of it being one or the other.  It is proven that Gludon is present therefore it is certainly either - or, as the probability of being one or the other is equal then one cannot choose.",49,"1: male","none",0
"OD8K0jOtMacA",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,2,"Since the patient is already confirmed to have healthy Gludon levels, it is more likely to assume that mutation is the cause, but not 100% for certain.",38,"1: male","No errors.",3
"QHBHpUUVspCS",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Without the certainty of which gene mutation is present, then both is equally possible.",37,"1: male",NA,0
"V0r4MkGFzTGS",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",3,5,"From my understanding they are both equally likely to occur. I have read the instructions multiple times so this was my understanding.",28,"2: female",NA,0
"w59Pg3WuW5Vc",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",2,5,"Either could cause the level to be higher because they both have the power to do so and are equally likely to occur.  There is no way to tell which.",34,"1: male",NA,0
"xNomR8CbT9JO",4,"1: I confirm","1: I will take it seriously","narrow_right","probability","positive",1,5,"Both mutations are equally likely, and both mutations caused healthy Gluon levels. There is not information on the patient's Lida levels",31,"1: male",NA,0
